durasi_manhour,nama_workcenter,nama_proses,nama_tipeproses,ukuran_kapasitas,nama_kategoriproduk,created_at,updated_at
1,COIL MAKING,POTONG LEAD WIRE,TEBAL RAIL COPPER ≥ 10t,15,Dry Non Resin,,
1.5,COIL MAKING,POTONG LEAD WIRE,TEBAL RAIL COPPER < 10t,15,Dry Non Resin,,
1,COIL MAKING,POTONG LEAD WIRE,COPPAL BAR,15,Dry Non Resin,,
1,COIL MAKING,POTONG ISOLASI,DUCT STRIP,15,Dry Non Resin,,
0.5,COIL MAKING,POTONG ISOLASI,INNER,15,Dry Non Resin,,
0.5,COIL MAKING,POTONG ISOLASI,OUTER,15,Dry Non Resin,,
3,MOULD & CASTING,MOULD & CASTING,IMPREGNATION VARNISH,15,Dry Non Resin,,
0.25,MOULD & CASTING,OVEN,OVEN CURING,15,Dry Non Resin,,
10,CORE & ASSEMBLY,TYPE SUSUN CORE,WOUND,15,Dry Non Resin,,
6,CORE & ASSEMBLY,TYPE SUSUN CORE,STACKING INHOUSE,15,Dry Non Resin,,
4,CORE & ASSEMBLY,TYPE SUSUN CORE,STACKING OUTSOURCING,15,Dry Non Resin,,
5,CORE & ASSEMBLY,HV CONNECTION TYPE,FLAT,15,Dry Non Resin,,
5,CORE & ASSEMBLY,HV CONNECTION TYPE,SHEET,15,Dry Non Resin,,
5,CORE & ASSEMBLY,HV CONNECTION TYPE,WIRE SOFT,15,Dry Non Resin,,
4,CORE & ASSEMBLY,HV CONNECTION TYPE,RAIL COPPER,15,Dry Non Resin,,
4,CORE & ASSEMBLY,LV CONNECTION TYPE,FLAT,15,Dry Non Resin,,
4,CORE & ASSEMBLY,LV CONNECTION TYPE,SHEET,15,Dry Non Resin,,
5,CORE & ASSEMBLY,LV CONNECTION TYPE,RAIL COPPER,15,Dry Non Resin,,
8,CORE & ASSEMBLY,WIRING,NON-COMPLETE,15,Dry Non Resin,,
0.5,CORE & ASSEMBLY,WIRING,COMPLETE,15,Dry Non Resin,,
6,CORE & ASSEMBLY,INSTAL HOUSING,DENGAN BASE,15,Dry Non Resin,,
3,CORE & ASSEMBLY,INSTAL HOUSING,TANPA BASE,15,Dry Non Resin,,
4,CORE & ASSEMBLY,BONGKAR HOUSING,DENGAN BASE,15,Dry Non Resin,,
3,CORE & ASSEMBLY,BONGKAR HOUSING,TANPA BASE,15,Dry Non Resin,,
1,CORE & ASSEMBLY,PEMBUATAN CU LINK,HV / LV (STANDARD),15,Dry Non Resin,,
2,CORE & ASSEMBLY,PEMBUATAN CU LINK,HV + LV (STANDARD),15,Dry Non Resin,,
1.5,CORE & ASSEMBLY,PEMBUATAN CU LINK,HV / LV (NON-STANDARD),15,Dry Non Resin,,
2.5,CORE & ASSEMBLY,PEMBUATAN CU LINK,HV + LV (NON-STANDARD),15,Dry Non Resin,,
1,CORE & ASSEMBLY,OTHERS,PEMBUATAN CU BAR,15,Dry Non Resin,,
3,CORE & ASSEMBLY,OTHERS,ASSEMBLY STACKING,15,Dry Non Resin,,
3,CORE & ASSEMBLY,OTHERS,FINISHING,15,Dry Non Resin,,
2,CORE & ASSEMBLY,ACCESSORIES,FAN,15,Dry Non Resin,,
50,CORE & ASSEMBLY,ACCESSORIES,OLTC,15,Dry Non Resin,,
2,CORE & ASSEMBLY,ACCESSORIES,LEM SPACER BLOCK/AIR GAP,15,Dry Non Resin,,
1,CORE & ASSEMBLY,POTONG ISOLASI FIBER,PULLING BOARD,15,Dry Non Resin,,
1,CORE & ASSEMBLY,POTONG ISOLASI FIBER,FIXING PART INSULATION,15,Dry Non Resin,,
3.5,QC,QC,ROUTINE TEST,15,Dry Non Resin,,
14.5,COIL MAKING,COIL HV,FLAT-KONDUKTOR 1,20,Dry Non Resin,,
15,COIL MAKING,COIL HV,FLAT-KONDUKTOR 2-3,20,Dry Non Resin,,
16.5,COIL MAKING,COIL HV,FLAT-KONDUKTOR 4-8,20,Dry Non Resin,,
18.5,COIL MAKING,COIL HV,FLAT-KONDUKTOR >8,20,Dry Non Resin,,
7,COIL MAKING,COIL HV,SHEET-KONDUKTOR 1,20,Dry Non Resin,,
7.5,COIL MAKING,COIL HV,SHEET-KONDUKTOR 2-3,20,Dry Non Resin,,
7.5,COIL MAKING,COIL HV,SHEET-KONDUKTOR 4-8,20,Dry Non Resin,,
7.5,COIL MAKING,COIL HV,SHEET-KONDUKTOR >8,20,Dry Non Resin,,
9,COIL MAKING,COIL HV,ROUND-KONDUKTOR 1,20,Dry Non Resin,,
10,COIL MAKING,COIL HV,ROUND-KONDUKTOR 2-3,20,Dry Non Resin,,
10,COIL MAKING,COIL HV,ROUND-KONDUKTOR 4-8,20,Dry Non Resin,,
10,COIL MAKING,COIL HV,ROUND-KONDUKTOR >8,20,Dry Non Resin,,
8,COIL MAKING,COIL LV,FLAT-KONDUKTOR 1,20,Dry Non Resin,,
9.5,COIL MAKING,COIL LV,FLAT-KONDUKTOR 2-3,20,Dry Non Resin,,
12,COIL MAKING,COIL LV,FLAT-KONDUKTOR 4-8,20,Dry Non Resin,,
13,COIL MAKING,COIL LV,FLAT-KONDUKTOR >8,20,Dry Non Resin,,
6.5,COIL MAKING,COIL LV,SHEET-KONDUKTOR 1,20,Dry Non Resin,,
7,COIL MAKING,COIL LV,SHEET-KONDUKTOR 2-3,20,Dry Non Resin,,
7,COIL MAKING,COIL LV,SHEET-KONDUKTOR 4-8,20,Dry Non Resin,,
7,COIL MAKING,COIL LV,SHEET-KONDUKTOR >8,20,Dry Non Resin,,
9,COIL MAKING,COIL LV,ROUND-KONDUKTOR 1,20,Dry Non Resin,,
10.5,COIL MAKING,COIL LV,ROUND-KONDUKTOR 2-3,20,Dry Non Resin,,
10.5,COIL MAKING,COIL LV,ROUND-KONDUKTOR 4-8,20,Dry Non Resin,,
10.5,COIL MAKING,COIL LV,ROUND-KONDUKTOR >8,20,Dry Non Resin,,
1,COIL MAKING,POTONG LEAD WIRE,TEBAL RAIL COPPER ≥ 10t,20,Dry Non Resin,,
1.5,COIL MAKING,POTONG LEAD WIRE,TEBAL RAIL COPPER < 10t,20,Dry Non Resin,,
1,COIL MAKING,POTONG LEAD WIRE,COPPAL BAR,20,Dry Non Resin,,
1,COIL MAKING,POTONG ISOLASI,DUCT STRIP,20,Dry Non Resin,,
0.5,COIL MAKING,POTONG ISOLASI,INNER,20,Dry Non Resin,,
0.5,COIL MAKING,POTONG ISOLASI,OUTER,20,Dry Non Resin,,
3,MOULD & CASTING,MOULD & CASTING,IMPREGNATION VARNISH,20,Dry Non Resin,,
0.25,MOULD & CASTING,OVEN,OVEN CURING,20,Dry Non Resin,,
10,CORE & ASSEMBLY,TYPE SUSUN CORE,WOUND,20,Dry Non Resin,,
6,CORE & ASSEMBLY,TYPE SUSUN CORE,STACKING INHOUSE,20,Dry Non Resin,,
4,CORE & ASSEMBLY,TYPE SUSUN CORE,STACKING OUTSOURCING,20,Dry Non Resin,,
5,CORE & ASSEMBLY,HV CONNECTION TYPE,FLAT,20,Dry Non Resin,,
5,CORE & ASSEMBLY,HV CONNECTION TYPE,SHEET,20,Dry Non Resin,,
5,CORE & ASSEMBLY,HV CONNECTION TYPE,WIRE SOFT,20,Dry Non Resin,,
4,CORE & ASSEMBLY,HV CONNECTION TYPE,RAIL COPPER,20,Dry Non Resin,,
4,CORE & ASSEMBLY,LV CONNECTION TYPE,FLAT,20,Dry Non Resin,,
4,CORE & ASSEMBLY,LV CONNECTION TYPE,SHEET,20,Dry Non Resin,,
5,CORE & ASSEMBLY,LV CONNECTION TYPE,RAIL COPPER,20,Dry Non Resin,,
8,CORE & ASSEMBLY,WIRING,NON-COMPLETE,20,Dry Non Resin,,
0.5,CORE & ASSEMBLY,WIRING,COMPLETE,20,Dry Non Resin,,
6,CORE & ASSEMBLY,INSTAL HOUSING,DENGAN BASE,20,Dry Non Resin,,
3,CORE & ASSEMBLY,INSTAL HOUSING,TANPA BASE,20,Dry Non Resin,,
4,CORE & ASSEMBLY,BONGKAR HOUSING,DENGAN BASE,20,Dry Non Resin,,
3,CORE & ASSEMBLY,BONGKAR HOUSING,TANPA BASE,20,Dry Non Resin,,
1,CORE & ASSEMBLY,PEMBUATAN CU LINK,HV / LV (STANDARD),20,Dry Non Resin,,
2,CORE & ASSEMBLY,PEMBUATAN CU LINK,HV + LV (STANDARD),20,Dry Non Resin,,
1.5,CORE & ASSEMBLY,PEMBUATAN CU LINK,HV / LV (NON-STANDARD),20,Dry Non Resin,,
2.5,CORE & ASSEMBLY,PEMBUATAN CU LINK,HV + LV (NON-STANDARD),20,Dry Non Resin,,
1,CORE & ASSEMBLY,OTHERS,PEMBUATAN CU BAR,20,Dry Non Resin,,
3,CORE & ASSEMBLY,OTHERS,ASSEMBLY STACKING,20,Dry Non Resin,,
3,CORE & ASSEMBLY,OTHERS,FINISHING,20,Dry Non Resin,,
2,CORE & ASSEMBLY,ACCESSORIES,FAN,20,Dry Non Resin,,
50,CORE & ASSEMBLY,ACCESSORIES,OLTC,20,Dry Non Resin,,
2,CORE & ASSEMBLY,ACCESSORIES,LEM SPACER BLOCK/AIR GAP,20,Dry Non Resin,,
1,CORE & ASSEMBLY,POTONG ISOLASI FIBER,PULLING BOARD,20,Dry Non Resin,,
1,CORE & ASSEMBLY,POTONG ISOLASI FIBER,FIXING PART INSULATION,20,Dry Non Resin,,
3.5,QC,QC,ROUTINE TEST,20,Dry Non Resin,,
14.5,COIL MAKING,COIL HV,FLAT-KONDUKTOR 1,25,Dry Non Resin,,
15,COIL MAKING,COIL HV,FLAT-KONDUKTOR 2-3,25,Dry Non Resin,,
16.5,COIL MAKING,COIL HV,FLAT-KONDUKTOR 4-8,25,Dry Non Resin,,
18.5,COIL MAKING,COIL HV,FLAT-KONDUKTOR >8,25,Dry Non Resin,,
7,COIL MAKING,COIL HV,SHEET-KONDUKTOR 1,25,Dry Non Resin,,
7.5,COIL MAKING,COIL HV,SHEET-KONDUKTOR 2-3,25,Dry Non Resin,,
7.5,COIL MAKING,COIL HV,SHEET-KONDUKTOR 4-8,25,Dry Non Resin,,
7.5,COIL MAKING,COIL HV,SHEET-KONDUKTOR >8,25,Dry Non Resin,,
9,COIL MAKING,COIL HV,ROUND-KONDUKTOR 1,25,Dry Non Resin,,
10,COIL MAKING,COIL HV,ROUND-KONDUKTOR 2-3,25,Dry Non Resin,,
10,COIL MAKING,COIL HV,ROUND-KONDUKTOR 4-8,25,Dry Non Resin,,
10,COIL MAKING,COIL HV,ROUND-KONDUKTOR >8,25,Dry Non Resin,,
8,COIL MAKING,COIL LV,FLAT-KONDUKTOR 1,25,Dry Non Resin,,
9.5,COIL MAKING,COIL LV,FLAT-KONDUKTOR 2-3,25,Dry Non Resin,,
12,COIL MAKING,COIL LV,FLAT-KONDUKTOR 4-8,25,Dry Non Resin,,
13.5,COIL MAKING,COIL LV,FLAT-KONDUKTOR >8,25,Dry Non Resin,,
6.5,COIL MAKING,COIL LV,SHEET-KONDUKTOR 1,25,Dry Non Resin,,
7,COIL MAKING,COIL LV,SHEET-KONDUKTOR 2-3,25,Dry Non Resin,,
7,COIL MAKING,COIL LV,SHEET-KONDUKTOR 4-8,25,Dry Non Resin,,
7,COIL MAKING,COIL LV,SHEET-KONDUKTOR >8,25,Dry Non Resin,,
10,COIL MAKING,COIL LV,ROUND-KONDUKTOR 1,25,Dry Non Resin,,
10.5,COIL MAKING,COIL LV,ROUND-KONDUKTOR 2-3,25,Dry Non Resin,,
10.5,COIL MAKING,COIL LV,ROUND-KONDUKTOR 4-8,25,Dry Non Resin,,
10.5,COIL MAKING,COIL LV,ROUND-KONDUKTOR >8,25,Dry Non Resin,,
1,COIL MAKING,POTONG LEAD WIRE,TEBAL RAIL COPPER ≥ 10t,25,Dry Non Resin,,
1.5,COIL MAKING,POTONG LEAD WIRE,TEBAL RAIL COPPER < 10t,25,Dry Non Resin,,
1,COIL MAKING,POTONG LEAD WIRE,COPPAL BAR,25,Dry Non Resin,,
1,COIL MAKING,POTONG ISOLASI,DUCT STRIP,25,Dry Non Resin,,
0.5,COIL MAKING,POTONG ISOLASI,INNER,25,Dry Non Resin,,
0.5,COIL MAKING,POTONG ISOLASI,OUTER,25,Dry Non Resin,,
3,MOULD & CASTING,MOULD & CASTING,IMPREGNATION VARNISH,25,Dry Non Resin,,
0.25,MOULD & CASTING,OVEN,OVEN CURING,25,Dry Non Resin,,
10,CORE & ASSEMBLY,TYPE SUSUN CORE,WOUND,25,Dry Non Resin,,
6,CORE & ASSEMBLY,TYPE SUSUN CORE,STACKING INHOUSE,25,Dry Non Resin,,
4,CORE & ASSEMBLY,TYPE SUSUN CORE,STACKING OUTSOURCING,25,Dry Non Resin,,
5,CORE & ASSEMBLY,HV CONNECTION TYPE,FLAT,25,Dry Non Resin,,
5,CORE & ASSEMBLY,HV CONNECTION TYPE,SHEET,25,Dry Non Resin,,
5,CORE & ASSEMBLY,HV CONNECTION TYPE,WIRE SOFT,25,Dry Non Resin,,
4,CORE & ASSEMBLY,HV CONNECTION TYPE,RAIL COPPER,25,Dry Non Resin,,
4,CORE & ASSEMBLY,LV CONNECTION TYPE,FLAT,25,Dry Non Resin,,
4,CORE & ASSEMBLY,LV CONNECTION TYPE,SHEET,25,Dry Non Resin,,
5,CORE & ASSEMBLY,LV CONNECTION TYPE,RAIL COPPER,25,Dry Non Resin,,
8,CORE & ASSEMBLY,WIRING,NON-COMPLETE,25,Dry Non Resin,,
0.5,CORE & ASSEMBLY,WIRING,COMPLETE,25,Dry Non Resin,,
6,CORE & ASSEMBLY,INSTAL HOUSING,DENGAN BASE,25,Dry Non Resin,,
3,CORE & ASSEMBLY,INSTAL HOUSING,TANPA BASE,25,Dry Non Resin,,
4,CORE & ASSEMBLY,BONGKAR HOUSING,DENGAN BASE,25,Dry Non Resin,,
3,CORE & ASSEMBLY,BONGKAR HOUSING,TANPA BASE,25,Dry Non Resin,,
1,CORE & ASSEMBLY,PEMBUATAN CU LINK,HV / LV (STANDARD),25,Dry Non Resin,,
2,CORE & ASSEMBLY,PEMBUATAN CU LINK,HV + LV (STANDARD),25,Dry Non Resin,,
1.5,CORE & ASSEMBLY,PEMBUATAN CU LINK,HV / LV (NON-STANDARD),25,Dry Non Resin,,
2.5,CORE & ASSEMBLY,PEMBUATAN CU LINK,HV + LV (NON-STANDARD),25,Dry Non Resin,,
1,CORE & ASSEMBLY,OTHERS,PEMBUATAN CU BAR,25,Dry Non Resin,,
3,CORE & ASSEMBLY,OTHERS,ASSEMBLY STACKING,25,Dry Non Resin,,
3,CORE & ASSEMBLY,OTHERS,FINISHING,25,Dry Non Resin,,
2,CORE & ASSEMBLY,ACCESSORIES,FAN,25,Dry Non Resin,,
50,CORE & ASSEMBLY,ACCESSORIES,OLTC,25,Dry Non Resin,,
2,CORE & ASSEMBLY,ACCESSORIES,LEM SPACER BLOCK/AIR GAP,25,Dry Non Resin,,
1,CORE & ASSEMBLY,POTONG ISOLASI FIBER,PULLING BOARD,25,Dry Non Resin,,
1,CORE & ASSEMBLY,POTONG ISOLASI FIBER,FIXING PART INSULATION,25,Dry Non Resin,,
3.5,QC,QC,ROUTINE TEST,25,Dry Non Resin,,
14.5,COIL MAKING,COIL HV,FLAT-KONDUKTOR 1,30,Dry Non Resin,,
15,COIL MAKING,COIL HV,FLAT-KONDUKTOR 2-3,30,Dry Non Resin,,
16.5,COIL MAKING,COIL HV,FLAT-KONDUKTOR 4-8,30,Dry Non Resin,,
18.5,COIL MAKING,COIL HV,FLAT-KONDUKTOR >8,30,Dry Non Resin,,
7,COIL MAKING,COIL HV,SHEET-KONDUKTOR 1,30,Dry Non Resin,,
7.5,COIL MAKING,COIL HV,SHEET-KONDUKTOR 2-3,30,Dry Non Resin,,
7.5,COIL MAKING,COIL HV,SHEET-KONDUKTOR 4-8,30,Dry Non Resin,,
7.5,COIL MAKING,COIL HV,SHEET-KONDUKTOR >8,30,Dry Non Resin,,
9,COIL MAKING,COIL HV,ROUND-KONDUKTOR 1,30,Dry Non Resin,,
10,COIL MAKING,COIL HV,ROUND-KONDUKTOR 2-3,30,Dry Non Resin,,
10,COIL MAKING,COIL HV,ROUND-KONDUKTOR 4-8,30,Dry Non Resin,,
10,COIL MAKING,COIL HV,ROUND-KONDUKTOR >8,30,Dry Non Resin,,
8,COIL MAKING,COIL LV,FLAT-KONDUKTOR 1,30,Dry Non Resin,,
9.5,COIL MAKING,COIL LV,FLAT-KONDUKTOR 2-3,30,Dry Non Resin,,
12,COIL MAKING,COIL LV,FLAT-KONDUKTOR 4-8,30,Dry Non Resin,,
13.5,COIL MAKING,COIL LV,FLAT-KONDUKTOR >8,30,Dry Non Resin,,
6.5,COIL MAKING,COIL LV,SHEET-KONDUKTOR 1,30,Dry Non Resin,,
7,COIL MAKING,COIL LV,SHEET-KONDUKTOR 2-3,30,Dry Non Resin,,
7,COIL MAKING,COIL LV,SHEET-KONDUKTOR 4-8,30,Dry Non Resin,,
7,COIL MAKING,COIL LV,SHEET-KONDUKTOR >8,30,Dry Non Resin,,
10,COIL MAKING,COIL LV,ROUND-KONDUKTOR 1,30,Dry Non Resin,,
10.5,COIL MAKING,COIL LV,ROUND-KONDUKTOR 2-3,30,Dry Non Resin,,
10.5,COIL MAKING,COIL LV,ROUND-KONDUKTOR 4-8,30,Dry Non Resin,,
10.5,COIL MAKING,COIL LV,ROUND-KONDUKTOR >8,30,Dry Non Resin,,
1,COIL MAKING,POTONG LEAD WIRE,TEBAL RAIL COPPER ≥ 10t,30,Dry Non Resin,,
1.5,COIL MAKING,POTONG LEAD WIRE,TEBAL RAIL COPPER < 10t,30,Dry Non Resin,,
1,COIL MAKING,POTONG LEAD WIRE,COPPAL BAR,30,Dry Non Resin,,
1,COIL MAKING,POTONG ISOLASI,DUCT STRIP,30,Dry Non Resin,,
0.5,COIL MAKING,POTONG ISOLASI,INNER,30,Dry Non Resin,,
0.5,COIL MAKING,POTONG ISOLASI,OUTER,30,Dry Non Resin,,
3,MOULD & CASTING,MOULD & CASTING,IMPREGNATION VARNISH,30,Dry Non Resin,,
0.25,MOULD & CASTING,OVEN,OVEN CURING,30,Dry Non Resin,,
10,CORE & ASSEMBLY,TYPE SUSUN CORE,WOUND,30,Dry Non Resin,,
6,CORE & ASSEMBLY,TYPE SUSUN CORE,STACKING INHOUSE,30,Dry Non Resin,,
4,CORE & ASSEMBLY,TYPE SUSUN CORE,STACKING OUTSOURCING,30,Dry Non Resin,,
5,CORE & ASSEMBLY,HV CONNECTION TYPE,FLAT,30,Dry Non Resin,,
5,CORE & ASSEMBLY,HV CONNECTION TYPE,SHEET,30,Dry Non Resin,,
5,CORE & ASSEMBLY,HV CONNECTION TYPE,WIRE SOFT,30,Dry Non Resin,,
4,CORE & ASSEMBLY,HV CONNECTION TYPE,RAIL COPPER,30,Dry Non Resin,,
4,CORE & ASSEMBLY,LV CONNECTION TYPE,FLAT,30,Dry Non Resin,,
4,CORE & ASSEMBLY,LV CONNECTION TYPE,SHEET,30,Dry Non Resin,,
5,CORE & ASSEMBLY,LV CONNECTION TYPE,RAIL COPPER,30,Dry Non Resin,,
8,CORE & ASSEMBLY,WIRING,NON-COMPLETE,30,Dry Non Resin,,
0.5,CORE & ASSEMBLY,WIRING,COMPLETE,30,Dry Non Resin,,
6,CORE & ASSEMBLY,INSTAL HOUSING,DENGAN BASE,30,Dry Non Resin,,
3,CORE & ASSEMBLY,INSTAL HOUSING,TANPA BASE,30,Dry Non Resin,,
4,CORE & ASSEMBLY,BONGKAR HOUSING,DENGAN BASE,30,Dry Non Resin,,
3,CORE & ASSEMBLY,BONGKAR HOUSING,TANPA BASE,30,Dry Non Resin,,
