durasi_manhour,nama_workcenter,nama_proses,nama_tipeproses,ukuran_kapasitas,nama_kategoriproduk,created_at,updated_at
0.5,CORE & ASSEMBLY,WIRING,NON-COMPLETE,10,Dry Resin,,
8,CORE & ASSEMBLY,TYPE SUSUN CORE,COMPLETE,10,Dry Resin,,
6,CORE & ASSEMBLY,INSTAL HOUSING,DENGAN BASE,10,Dry Resin,,
3,CORE & ASSEMBLY,INSTAL HOUSING,TANPA BASE,10,Dry Resin,,
4,CORE & ASSEMBLY,BONGKAR HOUSING,DENGAN BASE,10,Dry Resin,,
3,CORE & ASSEMBLY,BONGKAR HOUSING,TANPA BASE,10,Dry Resin,,
1,CORE & ASSEMBLY,PEMBUATAN CU LINK,HV / LV (STANDARD),10,Dry Resin,,
2,CORE & ASSEMBLY,PEMBUATAN CU LINK,HV + LV (STANDARD),10,Dry Resin,,
1.5,CORE & ASSEMBLY,PEMBUATAN CU LINK,HV / LV (NON-STANDARD),10,Dry Resin,,
2.5,CORE & ASSEMBLY,PEMBUATAN CU LINK,HV + LV (NON-STANDARD),10,Dry Resin,,
1,CORE & ASSEMBLY,OTHERS,PEMBUATAN CU BAR,10,Dry Resin,,
0.5,CORE & ASSEMBLY,OTHERS,PEMBUATAN KONEKSI HV,10,Dry Resin,,
3,CORE & ASSEMBLY,OTHERS,ASSEMBLY,10,Dry Resin,,
8,CORE & ASSEMBLY,OTHERS,FINISHING,10,Dry Resin,,
2,CORE & ASSEMBLY,ACCESSORIES,FAN,10,Dry Resin,,
50,CORE & ASSEMBLY,ACCESSORIES,OLTC,10,Dry Resin,,
2,CORE & ASSEMBLY,ACCESSORIES,LEM SPACER BLOCK/AIR GAP,10,Dry Resin,,
1,CORE & ASSEMBLY,POTONG ISOLASI FIBER,PULLING BOARD,10,Dry Resin,,
1,CORE & ASSEMBLY,POTONG ISOLASI FIBER,FIXING PART INSULATION,10,Dry Resin,,
3.5,QC,QC,ROUTINE TEST,10,Dry Resin,,
15,COIL MAKING,COIL HV,FLAT-KONDUKTOR 1,15,Dry Resin,,
17,COIL MAKING,COIL HV,FLAT-KONDUKTOR 2-3,15,Dry Resin,,
19,COIL MAKING,COIL HV,FLAT-KONDUKTOR 4-8,15,Dry Resin,,
22,COIL MAKING,COIL HV,FLAT-KONDUKTOR >8,15,Dry Resin,,
15,COIL MAKING,COIL HV,ROUND-KONDUKTOR 1,15,Dry Resin,,
17,COIL MAKING,COIL HV,ROUND-KONDUKTOR 2-3,15,Dry Resin,,
19,COIL MAKING,COIL HV,ROUND-KONDUKTOR 4-8,15,Dry Resin,,
22,COIL MAKING,COIL HV,ROUND-KONDUKTOR >8,15,Dry Resin,,
4,COIL MAKING,COIL LV,FLAT-KONDUKTOR 1,15,Dry Resin,,
5,COIL MAKING,COIL LV,FLAT-KONDUKTOR 2-3,15,Dry Resin,,
5,COIL MAKING,COIL LV,FLAT-KONDUKTOR 4-8,15,Dry Resin,,
8,COIL MAKING,COIL LV,FLAT-KONDUKTOR >8,15,Dry Resin,,
4,COIL MAKING,COIL LV,SHEET-KONDUKTOR 1,15,Dry Resin,,
5,COIL MAKING,COIL LV,SHEET-KONDUKTOR 2-3,15,Dry Resin,,
6,COIL MAKING,COIL LV,ROUND-KONDUKTOR 1,15,Dry Resin,,
6.5,COIL MAKING,COIL LV,ROUND-KONDUKTOR 2-3,15,Dry Resin,,
1,COIL MAKING,POTONG LEAD WIRE,TEBAL RAIL COPPER ≥ 10t,15,Dry Resin,,
1.5,COIL MAKING,POTONG LEAD WIRE,TEBAL RAIL COPPER < 10t,15,Dry Resin,,
1,COIL MAKING,POTONG LEAD WIRE,COPPAL BAR,15,Dry Resin,,
1,COIL MAKING,POTONG ISOLASI,DOG BONE,15,Dry Resin,,
0.5,COIL MAKING,POTONG ISOLASI,INNER,15,Dry Resin,,
0.5,COIL MAKING,POTONG ISOLASI,OUTER,15,Dry Resin,,
1,COIL MAKING,POTONG ISOLASI,GANJAL ANTAR SECTION,15,Dry Resin,,
8,MOULD & CASTING,HV MOULDING,KONDUKTOR 1,15,Dry Resin,,
10,MOULD & CASTING,HV MOULDING,KONDUKTOR 2-3,15,Dry Resin,,
12,MOULD & CASTING,HV MOULDING,KONDUKTOR 4-6,15,Dry Resin,,
3,MOULD & CASTING,HV CASTING,1X PENGISIAN,15,Dry Resin,,
4,MOULD & CASTING,HV CASTING,2X PENGISIAN,15,Dry Resin,,
3,MOULD & CASTING,HV DEMOULDING,PAKAI AIRWAY STICK,15,Dry Resin,,
3,MOULD & CASTING,HV DEMOULDING,TIDAK PAKAI AIRWAY STICK,15,Dry Resin,,
2,MOULD & CASTING,LV BOBBIN,PENGECATAN COIL LV & CURING,15,Dry Resin,,
0.5,MOULD & CASTING,LV BOBBIN,BUKA BOBIN LV,15,Dry Resin,,
1,MOULD & CASTING,LV MOULDING,SETTING MOULD,15,Dry Resin,,
1,MOULD & CASTING,LV MOULDING,MOULDING,15,Dry Resin,,
3,MOULD & CASTING,LV MOULDING,CASTING 1 X PROSES PENGISIAN,15,Dry Resin,,
4,MOULD & CASTING,LV MOULDING,CASTING 2 X PROSES PENGISIAN,15,Dry Resin,,
0.25,MOULD & CASTING,OVEN,OVEN PREHEATING,15,Dry Resin,,
0.25,MOULD & CASTING,OVEN,OVEN PRECURING,15,Dry Resin,,
0.25,MOULD & CASTING,OVEN,OVEN POSTCURING,15,Dry Resin,,
0.25,MOULD & CASTING,OVEN,OVEN CURING LV,15,Dry Resin,,
4,MOULD & CASTING,TOUCH UP,HV,15,Dry Resin,,
2,MOULD & CASTING,TOUCH UP,LV,15,Dry Resin,,
4,CORE & ASSEMBLY,TYPE SUSUN CORE,STACKING OUTSOURCHING,15,Dry Resin,,
6,CORE & ASSEMBLY,TYPE SUSUN CORE,STACKING INHOUSE,15,Dry Resin,,
0.5,CORE & ASSEMBLY,WIRING,NON-COMPLETE,15,Dry Resin,,
8,CORE & ASSEMBLY,TYPE SUSUN CORE,COMPLETE,15,Dry Resin,,
6,CORE & ASSEMBLY,INSTAL HOUSING,DENGAN BASE,15,Dry Resin,,
3,CORE & ASSEMBLY,INSTAL HOUSING,TANPA BASE,15,Dry Resin,,
4,CORE & ASSEMBLY,BONGKAR HOUSING,DENGAN BASE,15,Dry Resin,,
3,CORE & ASSEMBLY,BONGKAR HOUSING,TANPA BASE,15,Dry Resin,,
1,CORE & ASSEMBLY,PEMBUATAN CU LINK,HV / LV (STANDARD),15,Dry Resin,,
2,CORE & ASSEMBLY,PEMBUATAN CU LINK,HV + LV (STANDARD),15,Dry Resin,,
1.5,CORE & ASSEMBLY,PEMBUATAN CU LINK,HV / LV (NON-STANDARD),15,Dry Resin,,
2.5,CORE & ASSEMBLY,PEMBUATAN CU LINK,HV + LV (NON-STANDARD),15,Dry Resin,,
1,CORE & ASSEMBLY,OTHERS,PEMBUATAN CU BAR,15,Dry Resin,,
0.5,CORE & ASSEMBLY,OTHERS,PEMBUATAN KONEKSI HV,15,Dry Resin,,
3,CORE & ASSEMBLY,OTHERS,ASSEMBLY,15,Dry Resin,,
8,CORE & ASSEMBLY,OTHERS,FINISHING,15,Dry Resin,,
2,CORE & ASSEMBLY,ACCESSORIES,FAN,15,Dry Resin,,
50,CORE & ASSEMBLY,ACCESSORIES,OLTC,15,Dry Resin,,
2,CORE & ASSEMBLY,ACCESSORIES,LEM SPACER BLOCK/AIR GAP,15,Dry Resin,,
1,CORE & ASSEMBLY,POTONG ISOLASI FIBER,PULLING BOARD,15,Dry Resin,,
1,CORE & ASSEMBLY,POTONG ISOLASI FIBER,FIXING PART INSULATION,15,Dry Resin,,
3.5,QC,QC,ROUTINE TEST,15,Dry Resin,,
15,COIL MAKING,COIL HV,FLAT-KONDUKTOR 1,20,Dry Resin,,
17,COIL MAKING,COIL HV,FLAT-KONDUKTOR 2-3,20,Dry Resin,,
19,COIL MAKING,COIL HV,FLAT-KONDUKTOR 4-8,20,Dry Resin,,
22,COIL MAKING,COIL HV,FLAT-KONDUKTOR >8,20,Dry Resin,,
15,COIL MAKING,COIL HV,ROUND-KONDUKTOR 1,20,Dry Resin,,
17,COIL MAKING,COIL HV,ROUND-KONDUKTOR 2-3,20,Dry Resin,,
19,COIL MAKING,COIL HV,ROUND-KONDUKTOR 4-8,20,Dry Resin,,
22,COIL MAKING,COIL HV,ROUND-KONDUKTOR >8,20,Dry Resin,,
4,COIL MAKING,COIL LV,FLAT-KONDUKTOR 1,20,Dry Resin,,
5,COIL MAKING,COIL LV,FLAT-KONDUKTOR 2-3,20,Dry Resin,,
5,COIL MAKING,COIL LV,FLAT-KONDUKTOR 4-8,20,Dry Resin,,
8,COIL MAKING,COIL LV,FLAT-KONDUKTOR >8,20,Dry Resin,,
4,COIL MAKING,COIL LV,SHEET-KONDUKTOR 1,20,Dry Resin,,
5,COIL MAKING,COIL LV,SHEET-KONDUKTOR 2-3,20,Dry Resin,,
6,COIL MAKING,COIL LV,ROUND-KONDUKTOR 1,20,Dry Resin,,
6.5,COIL MAKING,COIL LV,ROUND-KONDUKTOR 2-3,20,Dry Resin,,
1,COIL MAKING,POTONG LEAD WIRE,TEBAL RAIL COPPER ≥ 10t,20,Dry Resin,,
1.5,COIL MAKING,POTONG LEAD WIRE,TEBAL RAIL COPPER < 10t,20,Dry Resin,,
1,COIL MAKING,POTONG LEAD WIRE,COPPAL BAR,20,Dry Resin,,
1,COIL MAKING,POTONG ISOLASI,DOG BONE,20,Dry Resin,,
0.5,COIL MAKING,POTONG ISOLASI,INNER,20,Dry Resin,,
0.5,COIL MAKING,POTONG ISOLASI,OUTER,20,Dry Resin,,
1,COIL MAKING,POTONG ISOLASI,GANJAL ANTAR SECTION,20,Dry Resin,,
8,MOULD & CASTING,HV MOULDING,KONDUKTOR 1,20,Dry Resin,,
10,MOULD & CASTING,HV MOULDING,KONDUKTOR 2-3,20,Dry Resin,,
12,MOULD & CASTING,HV MOULDING,KONDUKTOR 4-6,20,Dry Resin,,
3,MOULD & CASTING,HV CASTING,1X PENGISIAN,20,Dry Resin,,
4,MOULD & CASTING,HV CASTING,2X PENGISIAN,20,Dry Resin,,
3,MOULD & CASTING,HV DEMOULDING,PAKAI AIRWAY STICK,20,Dry Resin,,
3,MOULD & CASTING,HV DEMOULDING,TIDAK PAKAI AIRWAY STICK,20,Dry Resin,,
2,MOULD & CASTING,LV BOBBIN,PENGECATAN COIL LV & CURING,20,Dry Resin,,
0.5,MOULD & CASTING,LV BOBBIN,BUKA BOBIN LV,20,Dry Resin,,
1,MOULD & CASTING,LV MOULDING,SETTING MOULD,20,Dry Resin,,
1,MOULD & CASTING,LV MOULDING,MOULDING,20,Dry Resin,,
3,MOULD & CASTING,LV MOULDING,CASTING 1 X PROSES PENGISIAN,20,Dry Resin,,
4,MOULD & CASTING,LV MOULDING,CASTING 2 X PROSES PENGISIAN,20,Dry Resin,,
0.25,MOULD & CASTING,OVEN,OVEN PREHEATING,20,Dry Resin,,
0.25,MOULD & CASTING,OVEN,OVEN PRECURING,20,Dry Resin,,
0.25,MOULD & CASTING,OVEN,OVEN POSTCURING,20,Dry Resin,,
0.25,MOULD & CASTING,OVEN,OVEN CURING LV,20,Dry Resin,,
4,MOULD & CASTING,TOUCH UP,HV,20,Dry Resin,,
2,MOULD & CASTING,TOUCH UP,LV,20,Dry Resin,,
4,CORE & ASSEMBLY,TYPE SUSUN CORE,STACKING OUTSOURCHING,20,Dry Resin,,
6,CORE & ASSEMBLY,TYPE SUSUN CORE,STACKING INHOUSE,20,Dry Resin,,
0.5,CORE & ASSEMBLY,WIRING,NON-COMPLETE,20,Dry Resin,,
8,CORE & ASSEMBLY,TYPE SUSUN CORE,COMPLETE,20,Dry Resin,,
6,CORE & ASSEMBLY,INSTAL HOUSING,DENGAN BASE,20,Dry Resin,,
3,CORE & ASSEMBLY,INSTAL HOUSING,TANPA BASE,20,Dry Resin,,
4,CORE & ASSEMBLY,BONGKAR HOUSING,DENGAN BASE,20,Dry Resin,,
3,CORE & ASSEMBLY,BONGKAR HOUSING,TANPA BASE,20,Dry Resin,,
1,CORE & ASSEMBLY,PEMBUATAN CU LINK,HV / LV (STANDARD),20,Dry Resin,,
2,CORE & ASSEMBLY,PEMBUATAN CU LINK,HV + LV (STANDARD),20,Dry Resin,,
1.5,CORE & ASSEMBLY,PEMBUATAN CU LINK,HV / LV (NON-STANDARD),20,Dry Resin,,
2.5,CORE & ASSEMBLY,PEMBUATAN CU LINK,HV + LV (NON-STANDARD),20,Dry Resin,,
1,CORE & ASSEMBLY,OTHERS,PEMBUATAN CU BAR,20,Dry Resin,,
0.5,CORE & ASSEMBLY,OTHERS,PEMBUATAN KONEKSI HV,20,Dry Resin,,
3,CORE & ASSEMBLY,OTHERS,ASSEMBLY,20,Dry Resin,,
8,CORE & ASSEMBLY,OTHERS,FINISHING,20,Dry Resin,,
2,CORE & ASSEMBLY,ACCESSORIES,FAN,20,Dry Resin,,
50,CORE & ASSEMBLY,ACCESSORIES,OLTC,20,Dry Resin,,
2,CORE & ASSEMBLY,ACCESSORIES,LEM SPACER BLOCK/AIR GAP,20,Dry Resin,,
1,CORE & ASSEMBLY,POTONG ISOLASI FIBER,PULLING BOARD,20,Dry Resin,,
1,CORE & ASSEMBLY,POTONG ISOLASI FIBER,FIXING PART INSULATION,20,Dry Resin,,
3.5,QC,QC,ROUTINE TEST,20,Dry Resin,,
15,COIL MAKING,COIL HV,FLAT-KONDUKTOR 1,25,Dry Resin,,
17,COIL MAKING,COIL HV,FLAT-KONDUKTOR 2-3,25,Dry Resin,,
19,COIL MAKING,COIL HV,FLAT-KONDUKTOR 4-8,25,Dry Resin,,
22,COIL MAKING,COIL HV,FLAT-KONDUKTOR >8,25,Dry Resin,,
15,COIL MAKING,COIL HV,ROUND-KONDUKTOR 1,25,Dry Resin,,
17,COIL MAKING,COIL HV,ROUND-KONDUKTOR 2-3,25,Dry Resin,,
19,COIL MAKING,COIL HV,ROUND-KONDUKTOR 4-8,25,Dry Resin,,
22,COIL MAKING,COIL HV,ROUND-KONDUKTOR >8,25,Dry Resin,,
4,COIL MAKING,COIL LV,FLAT-KONDUKTOR 1,25,Dry Resin,,
5,COIL MAKING,COIL LV,FLAT-KONDUKTOR 2-3,25,Dry Resin,,
5,COIL MAKING,COIL LV,FLAT-KONDUKTOR 4-8,25,Dry Resin,,
8,COIL MAKING,COIL LV,FLAT-KONDUKTOR >8,25,Dry Resin,,
4,COIL MAKING,COIL LV,SHEET-KONDUKTOR 1,25,Dry Resin,,
5,COIL MAKING,COIL LV,SHEET-KONDUKTOR 2-3,25,Dry Resin,,
6,COIL MAKING,COIL LV,ROUND-KONDUKTOR 1,25,Dry Resin,,
6.5,COIL MAKING,COIL LV,ROUND-KONDUKTOR 2-3,25,Dry Resin,,
1,COIL MAKING,POTONG LEAD WIRE,TEBAL RAIL COPPER ≥ 10t,25,Dry Resin,,
1.5,COIL MAKING,POTONG LEAD WIRE,TEBAL RAIL COPPER < 10t,25,Dry Resin,,
1,COIL MAKING,POTONG LEAD WIRE,COPPAL BAR,25,Dry Resin,,
1,COIL MAKING,POTONG ISOLASI,DOG BONE,25,Dry Resin,,
0.5,COIL MAKING,POTONG ISOLASI,INNER,25,Dry Resin,,
0.5,COIL MAKING,POTONG ISOLASI,OUTER,25,Dry Resin,,
1,COIL MAKING,POTONG ISOLASI,GANJAL ANTAR SECTION,25,Dry Resin,,
8,MOULD & CASTING,HV MOULDING,KONDUKTOR 1,25,Dry Resin,,
10,MOULD & CASTING,HV MOULDING,KONDUKTOR 2-3,25,Dry Resin,,
12,MOULD & CASTING,HV MOULDING,KONDUKTOR 4-6,25,Dry Resin,,
3,MOULD & CASTING,HV CASTING,1X PENGISIAN,25,Dry Resin,,
4,MOULD & CASTING,HV CASTING,2X PENGISIAN,25,Dry Resin,,
3,MOULD & CASTING,HV DEMOULDING,PAKAI AIRWAY STICK,25,Dry Resin,,
3,MOULD & CASTING,HV DEMOULDING,TIDAK PAKAI AIRWAY STICK,25,Dry Resin,,
2,MOULD & CASTING,LV BOBBIN,PENGECATAN COIL LV & CURING,25,Dry Resin,,
0.5,MOULD & CASTING,LV BOBBIN,BUKA BOBIN LV,25,Dry Resin,,
1,MOULD & CASTING,LV MOULDING,SETTING MOULD,25,Dry Resin,,
1,MOULD & CASTING,LV MOULDING,MOULDING,25,Dry Resin,,
3,MOULD & CASTING,LV MOULDING,CASTING 1 X PROSES PENGISIAN,25,Dry Resin,,
4,MOULD & CASTING,LV MOULDING,CASTING 2 X PROSES PENGISIAN,25,Dry Resin,,
0.25,MOULD & CASTING,OVEN,OVEN PREHEATING,25,Dry Resin,,
0.25,MOULD & CASTING,OVEN,OVEN PRECURING,25,Dry Resin,,
0.25,MOULD & CASTING,OVEN,OVEN POSTCURING,25,Dry Resin,,
0.25,MOULD & CASTING,OVEN,OVEN CURING LV,25,Dry Resin,,
4,MOULD & CASTING,TOUCH UP,HV,25,Dry Resin,,
2,MOULD & CASTING,TOUCH UP,LV,25,Dry Resin,,
4,CORE & ASSEMBLY,TYPE SUSUN CORE,STACKING OUTSOURCHING,25,Dry Resin,,
6,CORE & ASSEMBLY,TYPE SUSUN CORE,STACKING INHOUSE,25,Dry Resin,,
0.5,CORE & ASSEMBLY,WIRING,NON-COMPLETE,25,Dry Resin,,
8,CORE & ASSEMBLY,TYPE SUSUN CORE,COMPLETE,25,Dry Resin,,
6,CORE & ASSEMBLY,INSTAL HOUSING,DENGAN BASE,25,Dry Resin,,
3,CORE & ASSEMBLY,INSTAL HOUSING,TANPA BASE,25,Dry Resin,,
4,CORE & ASSEMBLY,BONGKAR HOUSING,DENGAN BASE,25,Dry Resin,,
3,CORE & ASSEMBLY,BONGKAR HOUSING,TANPA BASE,25,Dry Resin,,
1,CORE & ASSEMBLY,PEMBUATAN CU LINK,HV / LV (STANDARD),25,Dry Resin,,
2,CORE & ASSEMBLY,PEMBUATAN CU LINK,HV + LV (STANDARD),25,Dry Resin,,
1.5,CORE & ASSEMBLY,PEMBUATAN CU LINK,HV / LV (NON-STANDARD),25,Dry Resin,,
2.5,CORE & ASSEMBLY,PEMBUATAN CU LINK,HV + LV (NON-STANDARD),25,Dry Resin,,
1,CORE & ASSEMBLY,OTHERS,PEMBUATAN CU BAR,25,Dry Resin,,
0.5,CORE & ASSEMBLY,OTHERS,PEMBUATAN KONEKSI HV,25,Dry Resin,,
3,CORE & ASSEMBLY,OTHERS,ASSEMBLY,25,Dry Resin,,
8,CORE & ASSEMBLY,OTHERS,FINISHING,25,Dry Resin,,
2,CORE & ASSEMBLY,ACCESSORIES,FAN,25,Dry Resin,,
50,CORE & ASSEMBLY,ACCESSORIES,OLTC,25,Dry Resin,,
2,CORE & ASSEMBLY,ACCESSORIES,LEM SPACER BLOCK/AIR GAP,25,Dry Resin,,
1,CORE & ASSEMBLY,POTONG ISOLASI FIBER,PULLING BOARD,25,Dry Resin,,
1,CORE & ASSEMBLY,POTONG ISOLASI FIBER,FIXING PART INSULATION,25,Dry Resin,,
3.5,QC,QC,ROUTINE TEST,25,Dry Resin,,
15,COIL MAKING,COIL HV,FLAT-KONDUKTOR 1,30,Dry Resin,,
17,COIL MAKING,COIL HV,FLAT-KONDUKTOR 2-3,30,Dry Resin,,
19,COIL MAKING,COIL HV,FLAT-KONDUKTOR 4-8,30,Dry Resin,,
22,COIL MAKING,COIL HV,FLAT-KONDUKTOR >8,30,Dry Resin,,
15,COIL MAKING,COIL HV,ROUND-KONDUKTOR 1,30,Dry Resin,,
17,COIL MAKING,COIL HV,ROUND-KONDUKTOR 2-3,30,Dry Resin,,
19,COIL MAKING,COIL HV,ROUND-KONDUKTOR 4-8,30,Dry Resin,,
22,COIL MAKING,COIL HV,ROUND-KONDUKTOR >8,30,Dry Resin,,
4,COIL MAKING,COIL LV,FLAT-KONDUKTOR 1,30,Dry Resin,,
5,COIL MAKING,COIL LV,FLAT-KONDUKTOR 2-3,30,Dry Resin,,
5,COIL MAKING,COIL LV,FLAT-KONDUKTOR 4-8,30,Dry Resin,,
8,COIL MAKING,COIL LV,FLAT-KONDUKTOR >8,30,Dry Resin,,
4,COIL MAKING,COIL LV,SHEET-KONDUKTOR 1,30,Dry Resin,,
5,COIL MAKING,COIL LV,SHEET-KONDUKTOR 2-3,30,Dry Resin,,
6,COIL MAKING,COIL LV,ROUND-KONDUKTOR 1,30,Dry Resin,,
6.5,COIL MAKING,COIL LV,ROUND-KONDUKTOR 2-3,30,Dry Resin,,
1,COIL MAKING,POTONG LEAD WIRE,TEBAL RAIL COPPER ≥ 10t,30,Dry Resin,,
1.5,COIL MAKING,POTONG LEAD WIRE,TEBAL RAIL COPPER < 10t,30,Dry Resin,,
1,COIL MAKING,POTONG LEAD WIRE,COPPAL BAR,30,Dry Resin,,
1,COIL MAKING,POTONG ISOLASI,DOG BONE,30,Dry Resin,,
0.5,COIL MAKING,POTONG ISOLASI,INNER,30,Dry Resin,,
0.5,COIL MAKING,POTONG ISOLASI,OUTER,30,Dry Resin,,
1,COIL MAKING,POTONG ISOLASI,GANJAL ANTAR SECTION,30,Dry Resin,,
8,MOULD & CASTING,HV MOULDING,KONDUKTOR 1,30,Dry Resin,,
10,MOULD & CASTING,HV MOULDING,KONDUKTOR 2-3,30,Dry Resin,,
12,MOULD & CASTING,HV MOULDING,KONDUKTOR 4-6,30,Dry Resin,,
3,MOULD & CASTING,HV CASTING,1X PENGISIAN,30,Dry Resin,,
4,MOULD & CASTING,HV CASTING,2X PENGISIAN,30,Dry Resin,,
3,MOULD & CASTING,HV DEMOULDING,PAKAI AIRWAY STICK,30,Dry Resin,,
3,MOULD & CASTING,HV DEMOULDING,TIDAK PAKAI AIRWAY STICK,30,Dry Resin,,
2,MOULD & CASTING,LV BOBBIN,PENGECATAN COIL LV & CURING,30,Dry Resin,,
0.5,MOULD & CASTING,LV BOBBIN,BUKA BOBIN LV,30,Dry Resin,,
1,MOULD & CASTING,LV MOULDING,SETTING MOULD,30,Dry Resin,,
1,MOULD & CASTING,LV MOULDING,MOULDING,30,Dry Resin,,
3,MOULD & CASTING,LV MOULDING,CASTING 1 X PROSES PENGISIAN,30,Dry Resin,,
4,MOULD & CASTING,LV MOULDING,CASTING 2 X PROSES PENGISIAN,30,Dry Resin,,
0.25,MOULD & CASTING,OVEN,OVEN PREHEATING,30,Dry Resin,,
0.25,MOULD & CASTING,OVEN,OVEN PRECURING,30,Dry Resin,,
0.25,MOULD & CASTING,OVEN,OVEN POSTCURING,30,Dry Resin,,
0.25,MOULD & CASTING,OVEN,OVEN CURING LV,30,Dry Resin,,
4,MOULD & CASTING,TOUCH UP,HV,30,Dry Resin,,
2,MOULD & CASTING,TOUCH UP,LV,30,Dry Resin,,
4,CORE & ASSEMBLY,TYPE SUSUN CORE,STACKING OUTSOURCHING,30,Dry Resin,,
6,CORE & ASSEMBLY,TYPE SUSUN CORE,STACKING INHOUSE,30,Dry Resin,,
0.5,CORE & ASSEMBLY,WIRING,NON-COMPLETE,30,Dry Resin,,
8,CORE & ASSEMBLY,TYPE SUSUN CORE,COMPLETE,30,Dry Resin,,
6,CORE & ASSEMBLY,INSTAL HOUSING,DENGAN BASE,30,Dry Resin,,
3,CORE & ASSEMBLY,INSTAL HOUSING,TANPA BASE,30,Dry Resin,,
4,CORE & ASSEMBLY,BONGKAR HOUSING,DENGAN BASE,30,Dry Resin,,
3,CORE & ASSEMBLY,BONGKAR HOUSING,TANPA BASE,30,Dry Resin,,
1,CORE & ASSEMBLY,PEMBUATAN CU LINK,HV / LV (STANDARD),30,Dry Resin,,
2,CORE & ASSEMBLY,PEMBUATAN CU LINK,HV + LV (STANDARD),30,Dry Resin,,
1.5,CORE & ASSEMBLY,PEMBUATAN CU LINK,HV / LV (NON-STANDARD),30,Dry Resin,,
