durasi_manhour,nama_workcenter,nama_proses,nama_tipeproses,ukuran_kapasitas,nama_kategoriproduk,created_at,updated_at
9.5,COIL MAKING,COIL HV,ROUND CYLINDRICAL KONDUKTOR 1,10,Oli Custom,,
9.5,COIL MAKING,COIL HV,ROUND CYLINDRICAL KONDUKTOR 2,10,Oli Custom,,
9.5,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 1,10,Oli Custom,,
9.5,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 2,10,Oli Custom,,
10.5,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 3,10,Oli Custom,,
11.75,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 4,10,Oli Custom,,
10.5,COIL MAKING,COIL HV,2 SECTION,10,Oli Custom,,
15,COIL MAKING,COIL HV,4 SECTION,10,Oli Custom,,
9.5,COIL MAKING,COIL HV,FR OLTC,10,Oli Custom,,
0,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 1,10,Oli Custom,,
0,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 2,10,Oli Custom,,
0,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 3,10,Oli Custom,,
0,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 4,10,Oli Custom,,
0.17,COIL MAKING,COIL HV,TRANSPOSE,10,Oli Custom,,
0.5,COIL MAKING,COIL HV,PRESS COIL,10,Oli Custom,,
3,CORE & COIL ASSEMBLY,CORE-COIL ASSEMBLY,WOUND-KOTAK,10,Oli Custom,,
6,CORE & COIL ASSEMBLY,CORE-COIL ASSEMBLY,STACKING-KOTAK,10,Oli Custom,,
1.5,CONNECTION,CONNECTION,OFF-LOAD,10,Oli Custom,,
0,CONNECTION,CONNECTION,ON-LOAD,10,Oli Custom,,
7,CONNECTION,CONNECTION,CHANGE OVER BOARD,10,Oli Custom,,
3,CONNECTION,CONNECTION,DOUBLE TAP,10,Oli Custom,,
1,CONNECTION,CONNECTION,FLAT,10,Oli Custom,,
1,CONNECTION,CONNECTION,RAIL,10,Oli Custom,,
1,CONNECTION,CONNECTION,WIRE SOFT,10,Oli Custom,,
1,FINAL ASSEMBLY,FINAL ASSY,FLAT,10,Oli Custom,,
1,FINAL ASSEMBLY,FINAL ASSY,RAIL,10,Oli Custom,,
1,FINAL ASSEMBLY,FINAL ASSY,WIRE SOFT,10,Oli Custom,,
0.15,FINAL ASSEMBLY,FINAL ASSY,OVEN,10,Oli Custom,,
1.5,FINAL ASSEMBLY,FINAL ASSY,STANDARD,10,Oli Custom,,
3,FINAL ASSEMBLY,FINAL ASSY,NON-STANDARD,10,Oli Custom,,
1,FINAL ASSEMBLY,FINAL ASSY,PENGISIAN OLI,10,Oli Custom,,
2,FINAL ASSEMBLY,SPECIAL ASSEMBLY FOR FINAL ASSY,RADIATOR VALVE,10,Oli Custom,,
1,FINAL ASSEMBLY,SPECIAL ASSEMBLY FOR FINAL ASSY,SIDEWALL,10,Oli Custom,,
2,FINAL ASSEMBLY,SPECIAL ASSEMBLY FOR FINAL ASSY,TAP CHANGER ROTARY,10,Oli Custom,,
4,FINAL ASSEMBLY,SPECIAL ASSEMBLY FOR FINAL ASSY,ACCESSORIES PAD MOUNTED,10,Oli Custom,,
4,FINAL ASSEMBLY,SPECIAL ASSEMBLY FOR FINAL ASSY,ACCESSORIES POLE MOUNTED,10,Oli Custom,,
1,FINISHING,FINISHING,RAPID PRESSURE RISE RELAY,10,Oli Custom,,
1,FINISHING,FINISHING,WINDING THERMOMETER,10,Oli Custom,,
2,FINISHING,FINISHING,DGPT C/W CONTROL BOX,10,Oli Custom,,
2,FINISHING,FINISHING,MEMBRAN SEPERATOR,10,Oli Custom,,
1,FINISHING,FINISHING,DIAL THERMOMETER,10,Oli Custom,,
1,FINISHING,FINISHING,OIL THERMOMETER,10,Oli Custom,,
1,FINISHING,FINISHING,BUCCHOLZ RELAY,10,Oli Custom,,
1,FINISHING,FINISHING,ANTI VIBRATION,10,Oli Custom,,
14,FINISHING,FINISHING,OLTC,10,Oli Custom,,
1,FINISHING,FINISHING,MOLG,10,Oli Custom,,
0.5,FINISHING,FINISHING,PRD,10,Oli Custom,,
1,FINISHING,FINISHING,CONTROL VT,10,Oli Custom,,
1,FINISHING,FINISHING,DIFFERENTIAL VT,10,Oli Custom,,
14,FINISHING,FINISHING,FAN,10,Oli Custom,,
4,FINISHING,FINISHING,NGR,10,Oli Custom,,
1,FINISHING,FINISHING,ARRESTER,10,Oli Custom,,
4,FINISHING,FINISHING,HEATER,10,Oli Custom,,
1,FINISHING,FINISHING,PT-100,10,Oli Custom,,
2,FINISHING,FINISHING,CABLE BOX HV / LV,10,Oli Custom,,
4,FINISHING,FINISHING,CABLE BOX HV + LV,10,Oli Custom,,
5,FINISHING,FINISHING,WIRING CONTROL BOX STANDARD,10,Oli Custom,,
20,FINISHING,FINISHING,WIRING CONTROL BOX NON-STANDARD,10,Oli Custom,,
3,FINISHING,FINISHING,CU LINK HV / LV (STANDARD),10,Oli Custom,,
6,FINISHING,FINISHING,CU LINK HV + LV (STANDARD),10,Oli Custom,,
14,FINISHING,FINISHING,CU LINK HV / LV (NON-STANDARD),10,Oli Custom,,
28,FINISHING,FINISHING,CU LINK HV /+ LV (NON STANDARD),10,Oli Custom,,
14,FINISHING,FINISHING,RADIATOR PANEL (BONGKAR),10,Oli Custom,,
14,FINISHING,FINISHING,RADIATOR PANEL (PASANG),10,Oli Custom,,
2,FINISHING,FINISHING,CONSERVATOR (BONGKAR),10,Oli Custom,,
2,FINISHING,FINISHING,CONSERVATOR (PASANG),10,Oli Custom,,
2,QC,QC,ROUTINE TEST,10,Oli Custom,,
12,QC,QC,LIGHTNING IMPULSE,10,Oli Custom,,
15,QC,QC,TEMPERATURE RISE,10,Oli Custom,,
1.5,QC,QC,TAN DELTA,10,Oli Custom,,
1.5,QC,QC,NOISE,10,Oli Custom,,
2.5,QC,QC,SFRA,10,Oli Custom,,
2,QC,QC,PD,10,Oli Custom,,
0.33,QC,QC,DGA,10,Oli Custom,,
1.85,COIL MAKING,COIL LV,SHEET KONDUKTOR 1,15,Oli Custom,,
2.3,COIL MAKING,COIL LV,SHEET KONDUKTOR 2,15,Oli Custom,,
11,COIL MAKING,COIL LV,SHEET KONDUKTOR (2 SECTION),15,Oli Custom,,
10.5,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 1,15,Oli Custom,,
12,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 2,15,Oli Custom,,
13,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 3,15,Oli Custom,,
14.25,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 4,15,Oli Custom,,
0,COIL MAKING,COIL LV,FLAT HELICAL,15,Oli Custom,,
0,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 1,15,Oli Custom,,
0,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 2,15,Oli Custom,,
0,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 3,15,Oli Custom,,
0,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 4,15,Oli Custom,,
0.17,COIL MAKING,COIL LV,LEADWIRE (AL STRIP / RAIL COPPER),15,Oli Custom,,
1.5,COIL MAKING,COIL LV,GROUNDSHIELD,15,Oli Custom,,
0.17,COIL MAKING,COIL LV,TRANSPOSE,15,Oli Custom,,
9.5,COIL MAKING,COIL HV,SHEET KONDUKTOR 1,15,Oli Custom,,
10,COIL MAKING,COIL HV,SHEET KONDUKTOR 2,15,Oli Custom,,
9.5,COIL MAKING,COIL HV,ROUND CYLINDRICAL KONDUKTOR 1,15,Oli Custom,,
9.5,COIL MAKING,COIL HV,ROUND CYLINDRICAL KONDUKTOR 2,15,Oli Custom,,
9.5,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 1,15,Oli Custom,,
9.5,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 2,15,Oli Custom,,
10.5,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 3,15,Oli Custom,,
11.75,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 4,15,Oli Custom,,
10.5,COIL MAKING,COIL HV,2 SECTION,15,Oli Custom,,
15,COIL MAKING,COIL HV,4 SECTION,15,Oli Custom,,
9.5,COIL MAKING,COIL HV,FR OLTC,15,Oli Custom,,
0,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 1,15,Oli Custom,,
0,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 2,15,Oli Custom,,
0,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 3,15,Oli Custom,,
0,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 4,15,Oli Custom,,
0.17,COIL MAKING,COIL HV,TRANSPOSE,15,Oli Custom,,
0.5,COIL MAKING,COIL HV,PRESS COIL,15,Oli Custom,,
3,CORE & COIL ASSEMBLY,CORE-COIL ASSEMBLY,WOUND-KOTAK,15,Oli Custom,,
6,CORE & COIL ASSEMBLY,CORE-COIL ASSEMBLY,STACKING-KOTAK,15,Oli Custom,,
1.5,CONNECTION,CONNECTION,OFF-LOAD,15,Oli Custom,,
0,CONNECTION,CONNECTION,ON-LOAD,15,Oli Custom,,
7,CONNECTION,CONNECTION,CHANGE OVER BOARD,15,Oli Custom,,
3,CONNECTION,CONNECTION,DOUBLE TAP,15,Oli Custom,,
1,CONNECTION,CONNECTION,FLAT,15,Oli Custom,,
1,CONNECTION,CONNECTION,RAIL,15,Oli Custom,,
1,CONNECTION,CONNECTION,WIRE SOFT,15,Oli Custom,,
1,FINAL ASSEMBLY,FINAL ASSY,FLAT,15,Oli Custom,,
1,FINAL ASSEMBLY,FINAL ASSY,RAIL,15,Oli Custom,,
1,FINAL ASSEMBLY,FINAL ASSY,WIRE SOFT,15,Oli Custom,,
0.15,FINAL ASSEMBLY,FINAL ASSY,OVEN,15,Oli Custom,,
1.5,FINAL ASSEMBLY,FINAL ASSY,STANDARD,15,Oli Custom,,
3,FINAL ASSEMBLY,FINAL ASSY,NON-STANDARD,15,Oli Custom,,
1,FINAL ASSEMBLY,FINAL ASSY,PENGISIAN OLI,15,Oli Custom,,
2,FINAL ASSEMBLY,SPECIAL ASSEMBLY FOR FINAL ASSY,RADIATOR VALVE,15,Oli Custom,,
1,FINAL ASSEMBLY,SPECIAL ASSEMBLY FOR FINAL ASSY,SIDEWALL,15,Oli Custom,,
2,FINAL ASSEMBLY,SPECIAL ASSEMBLY FOR FINAL ASSY,TAP CHANGER ROTARY,15,Oli Custom,,
4,FINAL ASSEMBLY,SPECIAL ASSEMBLY FOR FINAL ASSY,ACCESSORIES PAD MOUNTED,15,Oli Custom,,
4,FINAL ASSEMBLY,SPECIAL ASSEMBLY FOR FINAL ASSY,ACCESSORIES POLE MOUNTED,15,Oli Custom,,
1,FINISHING,FINISHING,RAPID PRESSURE RISE RELAY,15,Oli Custom,,
1,FINISHING,FINISHING,WINDING THERMOMETER,15,Oli Custom,,
2,FINISHING,FINISHING,DGPT C/W CONTROL BOX,15,Oli Custom,,
2,FINISHING,FINISHING,MEMBRAN SEPERATOR,15,Oli Custom,,
1,FINISHING,FINISHING,DIAL THERMOMETER,15,Oli Custom,,
1,FINISHING,FINISHING,OIL THERMOMETER,15,Oli Custom,,
1,FINISHING,FINISHING,BUCCHOLZ RELAY,15,Oli Custom,,
1,FINISHING,FINISHING,ANTI VIBRATION,15,Oli Custom,,
14,FINISHING,FINISHING,OLTC,15,Oli Custom,,
1,FINISHING,FINISHING,MOLG,15,Oli Custom,,
0.5,FINISHING,FINISHING,PRD,15,Oli Custom,,
1,FINISHING,FINISHING,CONTROL VT,15,Oli Custom,,
1,FINISHING,FINISHING,DIFFERENTIAL VT,15,Oli Custom,,
14,FINISHING,FINISHING,FAN,15,Oli Custom,,
4,FINISHING,FINISHING,NGR,15,Oli Custom,,
1,FINISHING,FINISHING,ARRESTER,15,Oli Custom,,
4,FINISHING,FINISHING,HEATER,15,Oli Custom,,
1,FINISHING,FINISHING,PT-100,15,Oli Custom,,
2,FINISHING,FINISHING,CABLE BOX HV / LV,15,Oli Custom,,
4,FINISHING,FINISHING,CABLE BOX HV + LV,15,Oli Custom,,
5,FINISHING,FINISHING,WIRING CONTROL BOX STANDARD,15,Oli Custom,,
20,FINISHING,FINISHING,WIRING CONTROL BOX NON-STANDARD,15,Oli Custom,,
3,FINISHING,FINISHING,CU LINK HV / LV (STANDARD),15,Oli Custom,,
6,FINISHING,FINISHING,CU LINK HV + LV (STANDARD),15,Oli Custom,,
14,FINISHING,FINISHING,CU LINK HV / LV (NON-STANDARD),15,Oli Custom,,
28,FINISHING,FINISHING,CU LINK HV /+ LV (NON STANDARD),15,Oli Custom,,
14,FINISHING,FINISHING,RADIATOR PANEL (BONGKAR),15,Oli Custom,,
14,FINISHING,FINISHING,RADIATOR PANEL (PASANG),15,Oli Custom,,
2,FINISHING,FINISHING,CONSERVATOR (BONGKAR),15,Oli Custom,,
2,FINISHING,FINISHING,CONSERVATOR (PASANG),15,Oli Custom,,
2,QC,QC,ROUTINE TEST,15,Oli Custom,,
12,QC,QC,LIGHTNING IMPULSE,15,Oli Custom,,
15,QC,QC,TEMPERATURE RISE,15,Oli Custom,,
1.5,QC,QC,TAN DELTA,15,Oli Custom,,
1.5,QC,QC,NOISE,15,Oli Custom,,
2.5,QC,QC,SFRA,15,Oli Custom,,
2,QC,QC,PD,15,Oli Custom,,
0.33,QC,QC,DGA,15,Oli Custom,,
1.85,COIL MAKING,COIL LV,SHEET KONDUKTOR 1,16,Oli Custom,,
2.3,COIL MAKING,COIL LV,SHEET KONDUKTOR 2,16,Oli Custom,,
11,COIL MAKING,COIL LV,SHEET KONDUKTOR (2 SECTION),16,Oli Custom,,
10.5,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 1,16,Oli Custom,,
12,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 2,16,Oli Custom,,
13,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 3,16,Oli Custom,,
14.25,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 4,16,Oli Custom,,
0,COIL MAKING,COIL LV,FLAT HELICAL,16,Oli Custom,,
0,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 1,16,Oli Custom,,
0,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 2,16,Oli Custom,,
0,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 3,16,Oli Custom,,
0,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 4,16,Oli Custom,,
0.17,COIL MAKING,COIL LV,LEADWIRE (AL STRIP / RAIL COPPER),16,Oli Custom,,
1.5,COIL MAKING,COIL LV,GROUNDSHIELD,16,Oli Custom,,
0.17,COIL MAKING,COIL LV,TRANSPOSE,16,Oli Custom,,
9.5,COIL MAKING,COIL HV,SHEET KONDUKTOR 1,16,Oli Custom,,
10,COIL MAKING,COIL HV,SHEET KONDUKTOR 2,16,Oli Custom,,
9.5,COIL MAKING,COIL HV,ROUND CYLINDRICAL KONDUKTOR 1,16,Oli Custom,,
9.5,COIL MAKING,COIL HV,ROUND CYLINDRICAL KONDUKTOR 2,16,Oli Custom,,
9.5,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 1,16,Oli Custom,,
9.5,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 2,16,Oli Custom,,
10.5,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 3,16,Oli Custom,,
11.75,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 4,16,Oli Custom,,
10.5,COIL MAKING,COIL HV,2 SECTION,16,Oli Custom,,
15,COIL MAKING,COIL HV,4 SECTION,16,Oli Custom,,
9.5,COIL MAKING,COIL HV,FR OLTC,16,Oli Custom,,
0,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 1,16,Oli Custom,,
0,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 2,16,Oli Custom,,
0,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 3,16,Oli Custom,,
0,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 4,16,Oli Custom,,
0.17,COIL MAKING,COIL HV,TRANSPOSE,16,Oli Custom,,
0.5,COIL MAKING,COIL HV,PRESS COIL,16,Oli Custom,,
3,CORE & COIL ASSEMBLY,CORE-COIL ASSEMBLY,WOUND-KOTAK,16,Oli Custom,,
6,CORE & COIL ASSEMBLY,CORE-COIL ASSEMBLY,STACKING-KOTAK,16,Oli Custom,,
1.5,CONNECTION,CONNECTION,OFF-LOAD,16,Oli Custom,,
0,CONNECTION,CONNECTION,ON-LOAD,16,Oli Custom,,
7,CONNECTION,CONNECTION,CHANGE OVER BOARD,16,Oli Custom,,
3,CONNECTION,CONNECTION,DOUBLE TAP,16,Oli Custom,,
1,CONNECTION,CONNECTION,FLAT,16,Oli Custom,,
1,CONNECTION,CONNECTION,RAIL,16,Oli Custom,,
1,CONNECTION,CONNECTION,WIRE SOFT,16,Oli Custom,,
1,FINAL ASSEMBLY,FINAL ASSY,FLAT,16,Oli Custom,,
1,FINAL ASSEMBLY,FINAL ASSY,RAIL,16,Oli Custom,,
1,FINAL ASSEMBLY,FINAL ASSY,WIRE SOFT,16,Oli Custom,,
0.15,FINAL ASSEMBLY,FINAL ASSY,OVEN,16,Oli Custom,,
1.5,FINAL ASSEMBLY,FINAL ASSY,STANDARD,16,Oli Custom,,
3,FINAL ASSEMBLY,FINAL ASSY,NON-STANDARD,16,Oli Custom,,
1,FINAL ASSEMBLY,FINAL ASSY,PENGISIAN OLI,16,Oli Custom,,
2,FINAL ASSEMBLY,SPECIAL ASSEMBLY FOR FINAL ASSY,RADIATOR VALVE,16,Oli Custom,,
1,FINAL ASSEMBLY,SPECIAL ASSEMBLY FOR FINAL ASSY,SIDEWALL,16,Oli Custom,,
2,FINAL ASSEMBLY,SPECIAL ASSEMBLY FOR FINAL ASSY,TAP CHANGER ROTARY,16,Oli Custom,,
4,FINAL ASSEMBLY,SPECIAL ASSEMBLY FOR FINAL ASSY,ACCESSORIES PAD MOUNTED,16,Oli Custom,,
4,FINAL ASSEMBLY,SPECIAL ASSEMBLY FOR FINAL ASSY,ACCESSORIES POLE MOUNTED,16,Oli Custom,,
1,FINISHING,FINISHING,RAPID PRESSURE RISE RELAY,16,Oli Custom,,
